locations,weights
-7.276751764662444,2.7637006751123192e-11
-7.276751761601798,2.2254359743537115e-8
-7.00545626949686,3.18801209624788e-12
-7.005456266014193,2.397317333198964e-8
-6.870553454281432,1.3334796577127987e-12
-6.87055345000734,2.855830056139278e-8
-6.736249001963718,1.6955267128482144e-12
-6.73624899523963,4.399942842142801e-8
-6.602186063757089,2.3459698251786236e-12
-6.6021860533175385,6.686412869663825e-8
-6.468136759649875,3.452041570000411e-12
-6.46813674365257,1.0025123376689396e-7
-6.3385353330165275,6.57585496059735e-8
-6.333145207958159,8.82677247575916e-8
-6.203904264084264,2.1607782113546394e-7
-6.193932549772141,2.3091535172231984e-8
-6.071995750015374,1.0400358769545182e-11
-6.071995686649474,3.7116960496011375e-7
-5.94140592820228,5.753705202902696e-7
-5.915313446549326,1.4412387514681008e-8
-5.811870648132041,2.7691063780847402e-11
-5.811870481843555,9.28925961492041e-7
-5.6837290240661105,3.024383793085243e-12
-5.683728755431409,1.4661291172079405e-6
-5.646017179750985,2.5477267251485964e-8
-5.557099622011084,2.341490835348119e-6
-5.508279118869088,3.3881077593020775e-8
-5.431933023325366,3.6743775348673316e-6
-5.3731025880494725,5.0810834235306683e-8
-5.308221570010672,5.630213960092503e-6
-5.242740723268692,8.63129774695262e-8
-5.185777458698838,8.398444325907086e-6
-5.105366640899617,1.8313972849172682e-7
-5.064423877103368,1.2112666376143344e-5
-4.969343393501849,6.138466717466469e-7
-4.943891378433215,1.6723613093067138e-5
-4.83234723131435,7.470479640933154e-6
-4.822459762972126,1.6322534712504604e-5
-4.711316336130874,1.9484711424093805e-5
-4.7008812653517,1.2433906929001951e-5
-4.5917954614070915,3.453323924300713e-5
-4.581090944123351,7.134504488926125e-6
-4.474553894281567,5.125462154338093e-5
-4.448645684195079,2.5938679457806573e-6
-4.358311612204203,6.720348919982053e-5
-4.311140970324591,1.694072521400523e-6
-4.243074297440802,8.569122119136765e-5
-4.164143101835475,2.6232958759238405e-6
-4.128707463499809,0.00010741196419308257
-4.0169809099196305,0.00013722586489501074
-4.000240995324279,7.931368267452413e-8
-3.909345557176621,2.5448593875645164e-5
-3.904958257306408,0.00014808961543416393
-3.8038211846137058,1.891687004061766e-5
-3.79474220261553,0.0002024594808331364
-3.700978880591971,2.3240395171581806e-5
-3.6858728887843073,0.0002617083999424194
-3.6030341403124497,2.9283499002524855e-5
-3.578755857989999,0.0003348143765106403
-3.51072813951557,3.4732283327689325e-5
-3.4733069851908533,0.000420260217460772
-3.4195045306491165,4.16716790074327e-5
-3.3693071688695975,0.0005124519712687232
-3.3253494452754326,5.139704399999161e-5
-3.266603767968216,0.0006049810946530499
-3.2289034360349342,6.481216147311491e-5
-3.1651109773342645,0.0006892485744220893
-3.1331832202400536,8.568213910397167e-5
-3.0644132039556604,0.0007737671651663577
-3.037435297713464,9.829745742580124e-5
-2.964738404599175,0.0008749256910796526
-2.9378621473145445,9.401196022620034e-5
-2.866325350164458,0.000963852076779826
-2.839938837889224,0.00010915710983852375
-2.7688738634557284,0.0010597600228283738
-2.7448195578372934,0.0001275484948005364
-2.672561898006239,0.0011926061901915022
-2.6477103518723917,0.00012793186519661037
-2.577500937666387,0.0013346491212625903
-2.5533150488900587,0.0001538401238448539
-2.4837129011377455,0.001548345498807614
-2.4597537982594178,0.00017405125826889262
-2.391672348141417,0.0018201890109379993
-2.367952689559666,0.0002101221597874492
-2.3011895216546074,0.002186137165922321
-2.2776960439790797,0.00026821224358078194
-2.2124120749608798,0.002677274472247721
-2.190502967964835,0.0003561829024289863
-2.1257322220931583,0.0033703983899486746
-2.1045951386244086,0.00047047839120664475
-2.0416776187091736,0.004230820390707449
-2.0221333143890527,0.0006980333714794437
-1.9602004270127322,0.005069920671909095
-1.9434267308369995,0.0011292964309080043
-1.8807017654376876,0.005710620361825538
-1.8664881340962571,0.0017662419129387083
-1.8027164026165776,0.006142951123874627
-1.790180140693244,0.0025463980476167526
-1.7262306705107546,0.006317207526386844
-1.7143652656035853,0.003400134467622331
-1.6519768530408472,0.006106265259484526
-1.640145219851843,0.004465999471252513
-1.5794206269040236,0.005539679228446902
-1.5678112019926802,0.005791877903612528
-1.507768736257506,0.005057957319444903
-1.4961908367871564,0.00698543886631363
-1.4381544669452753,0.004768060905599274
-1.4261696723109933,0.00787163566780961
-1.3699571598194593,0.004257718415727069
-1.3576754028014273,0.009013669340150346
-1.3034654947759075,0.004054211186141184
-1.290731184225291,0.009714633985668901
-1.2385111424707302,0.0037810687695232817
-1.2255154553194343,0.010293158120841198
-1.1752278426579794,0.0034463138285370904
-1.1617850647509114,0.010600791986426454
-1.1136916797606569,0.0029434793494320308
